ShipmentNo	VehicleNo	CreatedOn
22D99D07-6133-4CDF-96F2-5CF4BA139195	DCA-0044	2023-04-05 13:45:23.6600000
9ACAC8BE-A59F-48C5-941B-668AC239D91F	CDD-0038	2023-04-05 13:29:23.7133333
F804C130-D1EC-4340-A254-6C30EFE442A1	ECB-0016	2023-04-05 11:17:23.7300000
63615E82-A276-4D76-BDCC-6D1F5DDA286A	AEC-0050	2023-04-05 13:48:23.7600000
00CD8E42-CC08-4F90-89AB-6E8DE3B4C61F	EBC-0062	2023-04-05 09:08:23.7766667
D0AADFCE-FC1F-4674-9F31-7997D7F68B7D	ECD-0059	2023-04-05 12:18:23.8866667
2068850F-E931-4DD7-B925-85F416166F17	ACA-0067	2023-04-05 16:40:23.9333333
EEFCFC2C-3A2F-41EE-946F-88234C168E35	EDD-0046	2023-04-05 11:28:23.9666667
27073D21-76EB-429B-86BA-891537D431B0	CBD-0061	2023-04-05 10:03:23.9733333
74E69DA6-19A1-4C8D-BB7C-8BD89B363ECA	BCC-0095	2023-04-05 09:42:23.9833333
E281448F-678B-42D9-855A-8EC87843AFBD	EAE-0078	2023-04-05 18:15:23.9933333
6A8270F1-6211-406F-82BD-8FA3DB3E8D4A	BAE-0010	2023-04-05 11:25:24.0066667
57F92613-7D4F-4915-882D-9F400063813F	EEE-0040	2023-04-05 12:02:24.1533333
0AE0BDC9-3F22-4073-B493-A57AC28B047F	BDB-0018	2023-04-05 13:22:24.1633333
A1D74287-0D9C-4996-9868-A5A9F7EF0382	DEB-0080	2023-04-05 09:33:24.2000000
CAEEC92F-860D-4513-80E0-A9116536B0BF	CDE-0032	2023-04-05 14:52:24.2100000
28B43413-C967-4E62-BA82-ADF3DF81E7D7	ADB-0024	2023-04-05 17:38:24.2766667
88F77AF7-4114-4B71-9C6D-BE1B81F81494	AEC-0092	2023-04-05 17:38:24.3733333
1EB6472A-C222-4B1C-BD46-C26BBAB7C663	EEE-0038	2023-04-05 16:38:24.3900000
EB278202-9D1D-46F8-B6D1-D0FC01E817F2	AAE-0013	2023-04-05 12:10:24.4966667
B924732E-F759-422C-B961-D206FD8A298F	EAE-0083	2023-04-05 12:38:24.5300000
93361024-A3E7-485C-B902-D5862BD2988B	AAD-0052	2023-04-05 09:42:24.5400000
F7C32AA5-2AD4-4114-BA8F-DAF15B2649C6	DDD-0017	2023-04-05 15:57:24.6066667
69798597-AC43-487B-B98C-E461651595A7	BCE-0033	2023-04-05 18:36:24.6533333
13A8B6AD-A112-4CD3-84FC-E78654C723EF	CCE-0039	2023-04-05 14:37:24.6633333
32F3C056-2E10-483B-BE79-E7B63FE56095	DED-0088	2023-04-05 10:13:24.7000000
5697BE79-2660-457B-9A58-E7E198DB509D	CAA-0007	2023-04-05 13:23:24.7066667
E7B2A7C5-A9AB-4377-8A45-E93416EB5BD8	EAD-0053	2023-04-05 14:24:24.7166667
C337B5D6-6EE1-4A20-A627-F1A314F731F7	CAD-0061	2023-04-05 18:30:24.7633333
430D4E4B-794A-46A0-88DB-F9329ACE6EEA	DBD-0025	2023-04-05 11:13:24.8400000
D901953D-88A1-4BE1-B56D-FA4F197A91B7	ADE-0012	2023-04-05 17:58:24.8566667
825F0602-9F51-4730-9586-FBC9C87B1F78	ABA-0033	2023-04-05 16:35:24.8866667
FAD16CD4-AD05-4DC0-B802-FE3DD8034B19	EAC-0056	2023-04-05 08:50:24.8966667
9292C35A-FF62-458B-8F09-FEECCB2D3AC1	CEA-0051	2023-04-05 10:06:24.9066667
01F34168-76C9-41A6-A0F0-235C2327B050	DCC-0005	2023-04-06 18:14:23.2733333
D62174EF-1E95-4792-A540-59851C300243	AAC-0067	2023-04-06 09:27:23.6900000
A0BFD18D-6608-4BC0-8D10-693B48F424FF	BAC-0095	2023-04-06 16:50:23.7866667
5084879F-F417-45C7-8DBC-CE0544AA5D45	CDC-0090	2023-04-06 14:27:24.5366667
92DCDEB4-E9D2-40EB-92E7-D3E6D7C4502C	BCB-0049	2023-04-06 11:27:24.5800000
42C0B9A9-2AC0-4459-8FA3-FE1F06238F79	BAD-0009	2023-04-06 10:18:24.9266667
21388443-9DD7-4303-B29B-01F8FB984299	ACB-0013	2023-04-10 11:08:23.4833333
C3578748-A6DB-45DD-B814-06E31E3EBD66	DDB-0057	2023-04-10 13:23:23.4966667
3DADFE6E-EE75-42E2-98FE-0D01BE6200DB	DAC-0078	2023-04-10 18:02:23.5066667
B73DEA5A-97B4-44F5-812B-109CB1016E6D	BBA-0012	2023-04-10 15:08:23.5133333
330481BC-2E0E-423F-B61D-130EAF751239	CEA-0082	2023-04-10 14:26:23.5233333
CA97237E-A992-4B65-859B-14909D780926	BBE-0016	2023-04-10 15:22:23.5366667
3321855F-247E-402F-8C2D-1F36997FCDF6	CBE-0097	2023-04-10 14:10:23.6466667
9650DEC1-63D6-46AD-B746-2381F7903A9E	EBB-0079	2023-04-10 17:41:23.6900000
07E904DA-5A5A-4046-B13E-27C554F9A196	CDA-0042	2023-04-10 14:07:23.7400000
002BB7B9-ACE5-4AA6-B544-2D4CC0011F96	EDA-0005	2023-04-10 11:31:23.7500000
1356C678-0AB2-4AA0-8055-2E457F7CC4C2	CCA-0090	2023-04-10 14:31:23.7866667
AAA117B3-4F2D-411F-BA89-3BAD543BA0E5	EBD-0075	2023-04-10 12:26:23.8800000
64E55CE1-1633-489F-8033-3DC0CE7D5349	ECE-0021	2023-04-10 09:54:23.8966667
40602159-64A0-4D6D-BCF9-4344336999C3	DCE-0056	2023-04-10 10:02:23.9766667
70C55768-02E4-4BD0-BDD5-43D1E641C96C	CCD-0014	2023-04-10 14:15:24.0066667
9E441852-6AF5-4E99-BE09-486C0958D571	ABB-0072	2023-04-10 11:41:24.0233333
0FF97373-98D6-4E80-A319-492792D6B005	EDD-0017	2023-04-10 17:25:24.0533333
AA22E8DB-7DB3-4F5C-89D0-53F8D82572CD	ABB-0031	2023-04-10 17:57:24.1466667
3DCC1F46-2BAA-49E1-B010-5ADCBA5F59B7	ADA-0056	2023-04-10 11:53:24.2266667
C1A669B5-5808-46B9-8FE0-5B88EDD8994B	ABC-0033	2023-04-10 08:56:24.2566667
3ACE7DD7-95AD-4449-B1C4-5CDAE25258C7	CEE-0034	2023-04-10 10:34:24.2633333
15B08E3F-164C-4F16-A6E3-6DA999006E13	DAB-0047	2023-04-10 14:29:24.4000000
EC759781-7CB6-4748-B938-7101E3E2EB65	DBA-0036	2023-04-10 13:06:24.4800000
E8EE1BA8-37E4-456F-B373-7878994176C8	ABB-0022	2023-04-10 14:04:24.4933333
D36B6EF8-0AF8-41F7-8397-79F434671D08	ECE-0091	2023-04-10 08:43:24.5066667
204198DA-3E42-4553-9A8B-8A5755D39A11	DBA-0040	2023-04-10 13:42:24.6000000
3364A5F2-DE73-4939-8FC8-9245F2DCDA30	DEA-0016	2023-04-10 15:42:24.6633333
449C5025-9B42-41D7-AD21-950C68294B04	CAD-0017	2023-04-10 16:07:24.6933333
BC9C05CF-C35A-4DDA-B90E-99F0EC8069A4	EAE-0030	2023-04-10 09:06:24.7266667
9DCC8FE1-17A9-427D-8E88-9B01B68463E7	DBB-0071	2023-04-10 10:49:24.7400000
B8A86940-2CB4-4226-8DCF-9C7866D5F22A	AED-0075	2023-04-10 12:18:24.7733333
105C2BB9-AA9B-4550-9CB4-A1D627D057B2	EAE-0073	2023-04-10 17:01:24.8266667
8BE4BD5E-6389-4689-9041-A4D70EDD8519	CCC-0064	2023-04-10 15:37:24.8366667
DE09D5C8-2C75-45A1-87EF-B0FDD0F9F79C	BEC-0055	2023-04-10 11:34:24.9366667
BF02E24D-0097-4DA1-B6D5-B8B00EFCB925	CCB-0014	2023-04-10 13:57:25.0000000
27485324-BB52-431B-B5D5-CF179374F1BC	DBA-0012	2023-04-10 10:07:25.2166667
1E05B331-0945-4B87-9672-D8709938A740	BAB-0085	2023-04-10 08:48:25.2666667
28FF2FC0-02DC-4357-909F-D910AC172F95	EAC-0003	2023-04-10 11:16:25.2966667
D0081DE8-0AA8-401D-9A2B-DD3D52A25A2B	CEB-0044	2023-04-10 18:37:25.3733333
1F47BC4F-590D-48C0-ABAF-DEF10F938671	CCB-0049	2023-04-10 17:56:25.3833333
497968D2-4356-467F-A460-DF68CACA559F	BAE-0038	2023-04-10 13:21:25.3900000
DB202F92-1694-4D7E-A73C-E3BB67B3686F	CCC-0034	2023-04-10 16:51:25.4266667
28F9EC2C-DCBE-4F76-BE27-E506CD9D2150	BEE-0044	2023-04-10 11:01:25.4366667
FB3F6FF9-E507-4DE3-8E76-E6F29BF91501	BBA-0045	2023-04-10 10:22:25.5033333
3998716D-239B-48B0-A8E6-E94927AB6811	CDC-0014	2023-04-10 15:17:25.5166667
07D7425F-9812-451F-BE3E-F5EE48C4F2DB	ECA-0056	2023-04-10 15:22:25.6300000
2AF68F6A-E5F5-477A-801F-FC1DDACE74AE	CBD-0086	2023-04-10 13:35:25.6800000
B8BF71AF-C7C8-44CC-A7B3-0509AEE051C3	ACE-0056	2023-04-13 16:16:23.1900000
E88A7A7C-6E50-45F8-889E-08061049D4F3	BED-0085	2023-04-13 11:03:23.1966667
1F92887B-09CA-4EC3-A6D0-0F43ED201784	CAE-0073	2023-04-13 10:38:23.2100000
3A478B3B-B9F2-4E38-9A23-12081A626109	ACD-0002	2023-04-13 11:39:23.2233333
9B85E8BF-8AE3-47F5-8465-16AD322FCCD4	CBC-0019	2023-04-13 10:00:23.2466667
9F4B96AF-38AB-4936-8BEC-185974709BB9	DBA-0057	2023-04-13 16:01:23.2600000
EED8E773-5B1D-4C64-BF19-336CA179F2FC	AEE-0007	2023-04-13 17:24:23.4800000
8230E7C4-1BE1-401A-8A26-4838D834E00F	ECE-0035	2023-04-13 15:08:23.6366667
4CA35F90-25FE-49D1-B7AC-5D71A813F65A	EBB-0054	2023-04-13 08:45:23.8733333
DCACF99C-5536-4EDE-BB9C-5FD75F296CD7	DCD-0083	2023-04-13 15:19:23.8833333
DCDBA347-338F-4544-AEDA-6795A35DA201	CEC-0002	2023-04-13 13:09:23.9366667
5605CAD0-935E-4B65-9221-7363170B0FB5	AEA-0010	2023-04-13 10:59:24.0333333
CBFB386C-1A33-4E0F-BF50-826D4893DA81	ABA-0042	2023-04-13 12:19:24.1600000
59956F31-0CAB-4473-A413-8B6682A76A3A	DCC-0085	2023-04-13 17:53:24.2200000
19EB56CD-FA28-4328-BF0B-8C3FF9778C3A	ACB-0044	2023-04-13 17:08:24.2300000
1CF84C01-07F6-4B72-B6E6-8DC796E80936	ABA-0063	2023-04-13 14:04:24.2500000
33B61F61-303C-4614-BAD5-93018D4A0D4A	CBD-0023	2023-04-13 13:53:24.2966667
1E982654-389A-48BA-A49A-982A9AEA2D39	EDE-0046	2023-04-13 14:20:24.3166667
DC325C97-F60F-490D-958B-990BFC87FDB9	ADA-0021	2023-04-13 17:29:24.3600000
CAE55264-C365-45AC-ADD0-9AE561369B49	CBA-0056	2023-04-13 10:27:24.3666667
F48B6188-6E73-41FB-8649-9C011FA2BAD7	DCE-0094	2023-04-13 17:28:24.3933333
1D2E6799-3D34-4F68-98E2-9CAA7ED8B918	DEB-0034	2023-04-13 15:59:24.4233333
790F3EBD-528E-4770-AC45-9F5521E1E7C1	EEC-0005	2023-04-13 12:59:24.4400000
EC83F9DB-CF61-421A-AFF2-A135DFC67C65	ECB-0021	2023-04-13 15:02:24.4866667
E6765FEF-E360-46BE-B9C8-A5652D171463	CBD-0063	2023-04-13 13:01:24.5000000
EC820013-7AA5-41B7-9F1C-B700DF6CD971	AAB-0090	2023-04-13 14:53:24.6900000
BB9CB9AF-36E2-43FD-9909-D4342182489D	BAB-0035	2023-04-13 17:35:24.9066667
D50C860E-A52D-44C9-9C8C-DDE5818DD5FE	BAC-0075	2023-04-13 11:32:24.9700000
84215F4D-177F-486F-B047-E47E0048CFA3	BCC-0099	2023-04-13 11:16:25.0466667
BE0855D5-EBEE-4006-BF4C-FA42782CB45B	DED-0083	2023-04-13 09:57:25.2633333
D5591B30-C440-443B-90E3-006AAD7E408C	DAB-0008	2023-04-14 09:55:24.5600000
86D68A8B-8561-45CA-8C36-155684C10862	DCA-0080	2023-04-14 17:54:24.5833333
316710C5-071F-4F4A-B851-2615F73DEB71	BAD-0039	2023-04-14 10:50:24.6033333
1EEE1773-A28C-4C23-ADFC-28DB7DEC0D7B	ADA-0037	2023-04-14 13:50:24.6166667
EC95CA64-3743-4647-9E74-43F39E3AF5C0	DCC-0036	2023-04-14 15:08:24.7866667
37AA800F-E1CF-49FD-89C4-6867FEB67A91	EBE-0050	2023-04-14 13:20:25.0500000
738AA8D1-B410-4FF2-BAA5-6B27653F8F5D	AED-0036	2023-04-14 15:59:25.0900000
2083D277-A0E5-401B-AB32-84DB66CA1E27	EEC-0089	2023-04-14 16:20:25.2633333
50E2B92E-E3C5-41D5-96DE-924F5CDA186E	BCD-0027	2023-04-14 12:58:25.3866667
8C3B229B-2D72-46D6-A61F-9301B1A1B2F4	BCD-0018	2023-04-14 08:45:25.4200000
BB0A8AD5-69C1-4BB5-AB3C-93DC3BF56F3F	ABC-0087	2023-04-14 10:11:25.4266667
8BC283CF-98EF-478C-8EA9-94F41D87E816	DBA-0074	2023-04-14 18:16:25.4800000
55BEC1DC-E1FD-46DA-BC54-9FFEE256D89F	CBB-0044	2023-04-14 11:22:25.5600000
95A84F1A-D55E-4B26-BA2C-B9ED3D8BCF9E	BAB-0067	2023-04-14 15:23:25.7933333
36434EC2-EE7A-4F9D-82B6-C72DBE1EE480	DDD-0078	2023-04-14 08:44:25.9333333
C486992D-9B4D-4182-AA59-CABCCD6DBE99	ACB-0040	2023-04-14 11:22:25.9433333
FC3DE919-0EE8-4219-B58D-ED6D358819D3	CED-0019	2023-04-14 09:59:26.2600000
60E122DB-1250-44C8-A484-00815FA06A1E	ABB-0091	2023-04-16 10:06:24.0100000
BDDDFB62-FF78-4B2F-8959-0683A8942E13	AED-0053	2023-04-16 09:18:24.0500000
2D0C054C-064E-4433-8005-0E7AB0D033CD	ADA-0043	2023-04-16 15:37:24.1100000
80954C69-0FF3-49CB-AA9B-1697D27B4A14	DBD-0053	2023-04-16 12:13:24.1900000
0A181390-4426-475A-81B1-1747B7AC7C23	DEC-0020	2023-04-16 16:58:24.1966667
3DE5145D-E429-453F-B80A-2E29E1B75238	BBD-0065	2023-04-16 11:01:24.3333333
677CD578-AB3C-44D5-8ED9-37BB7DE0AA36	BEB-0067	2023-04-16 16:08:24.4100000
C65554AD-29D7-4D1D-8EFF-3DED9B11B814	CEE-0028	2023-04-16 15:25:24.4700000
02B1F51E-89A3-4045-B38F-3FDDB35ADFFD	ABD-0027	2023-04-16 11:23:24.4866667
8240C30F-D95A-442E-88C9-4766FFF037F9	DCD-0020	2023-04-16 18:35:24.5500000
2939AEEF-267C-4AD7-B8DC-4B97CC8A5591	EAE-0095	2023-04-16 14:09:24.6100000
A14D40E9-F833-4C92-8B84-4C7AD1A0A865	CAB-0005	2023-04-16 14:33:24.6266667
69F79DA9-7622-4758-BD67-65C4496BEDC0	DEC-0024	2023-04-16 09:01:24.8066667
0EFCF0E0-BAE9-4646-9FB4-65DA9783FE3B	AAC-0085	2023-04-16 08:49:24.8300000
063198EB-BAE6-47CA-9335-684E199831B7	CCA-0080	2023-04-16 14:46:24.8400000
32BEF6EB-153D-48BB-98C5-6DADAF8FAAA0	CBE-0091	2023-04-16 17:24:24.8500000
88FEFCEC-E8FF-462A-AC05-71DA66ACB34B	BCA-0027	2023-04-16 13:05:24.8700000
D87B0D48-DF82-4AEF-82C0-73E816DB3D32	DAE-0064	2023-04-16 15:25:24.9000000
98ABFBC8-A4E1-489A-A044-789F84D69D20	ECC-0081	2023-04-16 11:30:24.9333333
A2C85306-EB12-4E59-AA9B-79C0E70E22E3	CDB-0041	2023-04-16 08:55:24.9666667
F2652E8F-61DE-4547-98DE-7CD8BF8262C5	CED-0062	2023-04-16 13:00:24.9966667
17C6FAF6-554F-4F4D-844F-8CA2DF8032CC	ADC-0042	2023-04-16 15:04:25.1066667
83F4FEAA-1E95-4171-8FC8-97284FB7E37C	DDC-0048	2023-04-16 12:20:25.2133333
7E6C50AA-113F-40CA-963A-A0156619377B	BBB-0064	2023-04-16 17:57:25.2600000
1854AEC7-9E63-4E71-99AC-A0CD28D3B466	BAA-0088	2023-04-16 10:38:25.2900000
8697A42A-7611-4170-BE20-ABEB77903B44	CED-0019	2023-04-16 14:55:25.3833333
7C7D49F6-9A3B-445A-A025-AC87ED8B79C3	CAC-0060	2023-04-16 13:41:25.3900000
53394018-1DA9-4BE5-9E25-AD42852AA67E	ABB-0039	2023-04-16 17:04:25.4000000
CED6AE2E-DCC6-4A3F-9AB2-ADDECDE04AE4	DEA-0077	2023-04-16 12:21:25.4166667
09AEEA71-465E-4167-9218-B74F407D49E6	AED-0029	2023-04-16 13:50:25.4800000
CDFB66DF-4042-4AEB-8F87-B83DB30D0DD0	BCB-0074	2023-04-16 18:04:25.5100000
C4B089DF-6AA6-4F4F-89E8-CF1305621878	BBB-0090	2023-04-16 14:39:25.6966667
923A0587-0009-452E-9D65-DDB3CEB63F4B	DDE-0017	2023-04-16 10:45:25.7766667
D0780453-A9AD-412C-AA1B-F96F583F8558	DAB-0030	2023-04-16 14:53:26.0000000
CBB22AA3-AFF9-4B98-9C28-FC9C0C70809A	DAE-0049	2023-04-16 11:25:26.0333333
FE8FAFEE-E856-420B-AF66-1FEC43523B2E	EAC-0036	2023-04-17 13:30:24.8733333
864BB65B-2055-4B20-AA04-28C7C1234CEF	CDB-0056	2023-04-17 14:14:24.8866667
80D0DC8A-B4C3-4A8E-9F92-55FFD400AE6E	DED-0081	2023-04-17 14:40:25.1933333
9786ECFA-51DF-4534-A04B-5AA627084BB2	EAD-0055	2023-04-17 12:38:25.2033333
55DEE313-6A28-495A-8146-87465C38E9AB	DED-0095	2023-04-17 16:32:25.5666667
A21A94E5-E3CE-4CE4-9EC8-AA4E58248F5D	ADC-0056	2023-04-17 09:42:25.9433333
158B774C-F2E9-4645-AD1A-BACBCE4C76FC	ACC-0054	2023-04-17 15:55:26.0700000
6FCAA73D-D823-40E8-B9DF-C8EF50E36414	BCE-0082	2023-04-17 12:32:26.1800000
8C24A1A6-450D-4993-BC24-D80EA1153E6E	CEB-0066	2023-04-17 13:23:26.3333333
61D0F28D-145A-46D0-952F-E11E63177B23	DDD-0031	2023-04-17 16:22:26.3833333
1E63EA9E-4CA5-48D3-A2C5-EC16CF7DF7F3	ECE-0097	2023-04-17 17:09:26.5833333
9DB5DB63-C47B-4B18-8DC1-F1D08D7A9B6D	BAB-0004	2023-04-17 16:14:26.6466667
ADAEF00B-7551-40BC-B6A9-F5D2D2867171	CDE-0022	2023-04-17 09:58:26.6933333
6C1CC66E-1460-4561-9088-07C4DA593184	BEB-0085	2023-04-20 16:09:25.4966667
C39486D5-CB50-4D93-B623-0D332454AEC9	DAD-0053	2023-04-20 18:00:25.5066667
22F9C805-3802-4DA8-BBDC-6284167FE843	BCD-0003	2023-04-20 14:50:26.3266667
537EE73C-20F7-44F3-8EAB-677EAFA56C33	ACD-0079	2023-04-20 14:56:26.3600000
44AD105E-5D4F-4566-B46C-6F247270AE32	BEB-0017	2023-04-20 14:21:26.4700000
FCE4FA48-75BB-4BC7-9FE2-7C730BF2BE8E	DCB-0080	2023-04-20 08:59:26.6533333
4BC8AD19-9143-4472-9804-7EACB24D94FF	CCA-0007	2023-04-20 16:11:26.6700000
203AF2B7-93A2-4FD0-9421-8124B6C0B706	AEA-0039	2023-04-20 08:49:26.7033333
317E6995-8781-409F-B101-8FA9613E60EE	ECA-0099	2023-04-20 11:41:26.8566667
940A1F7E-D0B6-4F57-9A40-91A67A026414	EDA-0015	2023-04-20 15:03:26.8800000
F4F48B4F-D6EE-4E97-9550-A769AE000B8A	EDE-0006	2023-04-20 09:01:27.0933333
DAE33716-BD79-41A7-ACDD-BE97471561E8	ECC-0042	2023-04-20 14:42:27.3433333
60A07B3C-B13A-48D3-BC56-BEA3EC3FF667	CEA-0082	2023-04-20 12:13:27.3733333
BECE6EBC-2C8E-40B9-91F7-BED12475FB4E	CDD-0088	2023-04-20 10:15:27.3800000
64D614D5-AF4A-4544-BCA0-DAFF736EDFB4	EBC-0050	2023-04-20 12:36:27.6700000
768A0E2F-E0B8-422A-A49E-DFD6AE930120	CCC-0066	2023-04-20 14:50:27.6766667
68131B2B-F232-4BF2-BEE2-1BFC60B0148C	BBA-0030	2023-04-23 18:39:26.9700000
932FFE06-8522-4CE4-92EC-1CD5C1C77888	ADB-0032	2023-04-23 11:50:26.9933333
26E6B25A-3FE9-409E-AFDD-34F7003E4BC9	AAC-0088	2023-04-23 14:22:27.2066667
70759AD4-E86B-45D9-BAE1-43998B915E5A	DAA-0028	2023-04-23 18:17:27.3633333
69C9D150-66BB-490A-BBEE-5002F80145CA	CBB-0058	2023-04-23 17:43:27.5033333
57896CCF-E580-4DB9-A93F-5DD64290A09C	BEE-0053	2023-04-23 11:10:27.6433333
3F943149-D7CD-424C-8E13-7B23E89560E3	BDB-0093	2023-04-23 13:28:27.9400000
60FF06F8-3563-4676-BD5A-8C1BBD5421E6	AED-0010	2023-04-23 17:07:28.0800000
3402B476-F564-4EE7-B33B-B2C315E22DC4	DAB-0006	2023-04-23 12:17:28.5033333
6363CDD8-8799-4178-B068-DAD84E717F75	AAB-0069	2023-04-23 13:50:28.8633333
DEA82692-8C52-48F7-9E2B-DF0060F63124	DBB-0006	2023-04-23 13:01:28.9100000
F5030909-235F-408C-9434-0BBE79F37E52	DBB-0089	2023-04-24 14:09:26.8266667
093642CD-CE1B-4EEC-B168-3A230A156012	ABB-0077	2023-04-24 15:50:27.3266667
7582AF72-4F8D-4003-BE31-5BD2C67C6B98	ECD-0052	2023-04-24 09:32:27.6833333
8B3E6E0E-B6C9-4136-BFAA-64C18B3B5529	EBC-0047	2023-04-24 11:22:27.7633333
FC5A9783-1609-49E7-881E-04E130448AF3	BBA-0046	2023-04-25 08:53:27.7266667
1FFBCFBE-4FCA-4940-AED5-6731DABC91E8	DAB-0022	2023-04-25 13:40:28.2300000
5ECB5D6A-CC12-45AD-BF37-86AAB27DD39F	AAC-0038	2023-04-25 11:39:28.5533333
CD418B13-6993-48BF-A692-925CE883B4FC	BBA-0080	2023-04-25 09:01:28.7200000
5FE0C71F-6905-435C-8277-A1230E7EC21A	ACA-0089	2023-04-25 10:19:28.8666667
7EF1BAA0-367E-454E-8D43-C0CE9A608877	BBA-0057	2023-04-25 17:04:29.2533333
50DFA877-B466-4DED-80F4-D69F92CD6106	DBA-0012	2023-04-25 18:34:29.4566667
62A44710-1B8A-45BF-B410-DF0DFFB5CF55	EBE-0085	2023-04-25 10:52:29.5366667
1E712F3A-EE29-4C09-BD64-214AD69BFF36	CCD-0071	2023-04-28 18:08:26.8300000
32E30C71-D2D7-499A-A14E-41D4729794B3	BDA-0040	2023-04-28 16:39:27.1400000
B2B2041B-6A6D-4678-95D5-459BF6555AA5	EDB-0055	2023-04-28 16:35:27.2033333
14E73B0E-AD52-40E5-9115-49DC6F55DD16	BCE-0037	2023-04-28 09:55:27.2666667
045FF29E-DDE2-434E-A977-5843C162CD51	EBB-0012	2023-04-28 16:20:27.4533333
222F4BFA-B521-4A22-ABD2-F07FBBEAD042	AAB-0060	2023-04-28 11:04:29.0300000
12AC3449-5B20-412E-8D10-54BB5B8F1FCD	DBD-0048	2023-04-29 16:03:27.6633333
213A9DB5-EE28-49BE-97E9-6CC9A517F600	CAC-0007	2023-04-29 14:13:27.9166667
10DF8B14-BA16-4FFA-BE1A-8BE4EEBEC7C5	BBD-0090	2023-04-29 16:59:28.2433333
F35C16F7-2CA8-4D12-8565-922FE09B3B9B	AAB-0094	2023-04-29 17:54:28.3500000
C3E17148-EAE9-4C23-B766-BE4B36A53BBD	DEC-0024	2023-04-29 16:00:28.8500000
CE5BB2AB-8144-4328-9716-F3F4AB970625	BBE-0095	2023-04-29 10:43:29.4133333
85A8F981-EAB4-4950-86E1-F958B8182CEE	BEB-0040	2023-04-29 15:02:29.5233333
1F130138-03E1-4775-9869-F95D1AC0B262	EAE-0045	2023-04-29 14:41:29.5300000
A0092745-AC55-4E00-A3D4-FC953CCFEF14	EDE-0023	2023-04-29 11:33:29.5466667
6CB6F153-0D22-4C34-8C38-FEF4042553FF	DBD-0078	2023-04-29 11:39:29.6033333
88696CC1-EA4E-4AF2-BA1A-21030CC72FD2	CDC-0004	2023-04-30 17:09:27.5766667
A5DAD120-9163-4371-A5B4-278108C6B768	EDE-0020	2023-04-30 16:22:27.6866667
916239D3-8AA7-4903-A0C9-287E329B66B5	CCB-0056	2023-04-30 18:14:27.7166667
F55B875E-4CC5-4D86-A952-57C936B1127E	AAA-0076	2023-04-30 18:16:28.1533333
F3C2327C-CE95-4A22-925C-5B2210280BE7	DBA-0043	2023-04-30 13:46:28.2166667
34E7DDD1-A0A7-4849-B3E4-0D5DDA071BBA	DBB-0081	2023-05-02 17:37:27.8466667
AC163986-0A37-461A-98D5-270B94182801	ABB-0053	2023-05-02 12:04:28.1400000
906FDCFF-D734-495E-90D4-2853BD967D24	BEA-0013	2023-05-02 11:58:28.1500000
48CA6F72-2B7A-4942-BC87-292743EFB344	AAC-0089	2023-05-02 14:35:28.1866667
EFDCAF4A-7755-42E0-9968-2F844AD22CEB	EAB-0076	2023-05-02 08:54:28.2033333
940C4FA8-8419-4F53-A001-32E8683B76AC	ECB-0033	2023-05-02 12:37:28.2633333
FFFA3231-2223-4564-9C3B-40E9A4330699	BBA-0079	2023-05-02 11:47:28.4333333
19E8C0D4-FE75-48E0-95AA-4F45988C0F75	CDE-0098	2023-05-02 17:34:28.5766667
1F1D7536-82D4-40DC-9C55-50A40EF6993E	DCE-0076	2023-05-02 09:10:28.6100000
05F7558E-DFB1-45CB-80A0-56CBAAD434FC	EEC-0090	2023-05-02 13:44:28.6400000
00443BAC-3DB7-4271-9D9C-5FC1C83F8B2F	DED-0051	2023-05-02 11:03:28.7833333
1EA32E47-0487-478F-A5E1-679079D322C0	AEE-0026	2023-05-02 10:26:28.9066667
056C9F38-99DE-4678-8804-684939A65CB9	DBA-0046	2023-05-02 13:23:28.9366667
1650C0F6-DCC3-4BC1-95FD-6B6CCA2B0D4A	BAE-0062	2023-05-02 16:40:28.9433333
3BB0F0F9-7C62-4280-ADBC-7BE0A78FFCCB	DEE-0074	2023-05-02 12:14:29.1266667
8C7A8A73-12AD-4611-90ED-80FB5AF5869C	AAD-0052	2023-05-02 13:08:29.1733333
B6304160-5364-49B9-B9F0-82212A6EAF10	EBD-0028	2023-05-02 11:37:29.2333333
FB022157-73FE-406A-BAB1-86E582AC0EC8	CBD-0092	2023-05-02 16:33:29.2666667
A29F2824-5DC7-41C9-B51E-A1AE708998B6	ABC-0082	2023-05-02 08:56:29.5966667
994A7BE1-00E3-4924-B3E7-A4511FA6F747	CDB-0062	2023-05-02 12:07:29.6400000
6EB83781-7CC9-434F-B16D-B07D341BA31A	EDD-0035	2023-05-02 13:28:29.8100000
7A40DDF3-22DC-4FD7-A275-B4D31DF8C834	CCE-0054	2023-05-02 17:46:29.8200000
F2592B32-68D5-4EBE-8CDC-C0FA7DB25546	EBD-0001	2023-05-02 10:02:30.0000000
82A57E66-58BB-44FE-8C90-CC7FD24AE440	BEC-0037	2023-05-02 10:36:30.0800000
945A617F-4240-446B-988F-D125218FA110	BBC-0046	2023-05-02 13:14:30.1100000
10F2AB6F-7647-466E-8785-D2B5986B435A	BEC-0095	2023-05-02 09:47:30.1700000
A10E88BA-600F-470D-B397-D7F480066166	BAD-0021	2023-05-02 14:43:30.2066667
23B7F93F-34D1-43C0-B771-EC70DEBA0FD7	CBA-0079	2023-05-02 15:54:30.4700000
