TransactionID	trno	TrDate	Amt	RefNo	PaymentType	Party	BankName	CreatedBy	CreatedOn					
1630	E41774F0-819F-4E45-BF5F-E45B69FD5B88	2023-04-16 18:35:26.6733333	8153.52	3DF7B5CA-F700-49D1-B918-544E0D06B266	InvoiceAdvance	"Tailspin Toys (Teutopolis, IL)"	SBI	System Generated	2023-04-16 18:35:26.6733333					
1631	E7069585-C71F-4CDF-A968-A1DC0F4EACB4	2023-04-16 14:00:26.7000000	5712.24	268F04D2-9066-4CB0-B8AB-B93406E3C9F3	InvoiceBalancePayment	"Wingtip Toys (Montoya, NM)"	Paytm	System Generated	2023-04-16 14:00:26.7000000					
1632	80CA3419-CB42-46E5-85C2-D9FB61FAFAC8	2023-04-16 09:45:26.7200000	4918.12	B23448CF-5309-4530-8AC2-E8AAD4DD6674	InvoiceBalancePayment	"Tailspin Toys (Valdese, NC)"	PNB	System Generated	2023-04-16 09:45:26.7200000					
1633	4AD09A31-8D45-4F85-86E3-331552471436	2023-04-16 16:10:26.7466667	6200.93	81D001D7-2D8E-4B4D-9A69-41B0F5C8E803	InvoiceBalancePayment	Shi Tu	HDFC	System Generated	2023-04-16 16:10:26.7466667					
1634	CE826385-FBC8-427A-A126-C2252F266D2F	2023-04-17 11:20:26.9600000	19164.72	FC5A9783-1609-49E7-881E-04E130448AF3	ShipmentAdvance	BBA-0046	Paytm	System Generated	2023-04-17 11:20:26.9600000					
1635	8EB4C645-6D9B-4AF9-A1AF-78337441FF32	2023-04-17 17:19:26.9933333	10347.97	CA97237E-A992-4B65-859B-14909D780926	ShipmentBalancePayment	BBE-0016	UPI	System Generated	2023-04-17 17:19:26.9933333					
1636	AC97E99F-ABD3-4C24-863F-6CDA12AAF4C2	2023-04-17 12:13:27.0166667	9657.58	86D68A8B-8561-45CA-8C36-155684C10862	ShipmentBalancePayment	DCA-0080	SBI	System Generated	2023-04-17 12:13:27.0166667					
1637	85E1051C-B8D9-4F57-A009-05A0FAFA760B	2023-04-17 12:28:27.0666667	6196.68	80954C69-0FF3-49CB-AA9B-1697D27B4A14	ShipmentBalancePayment	DBD-0053	HDFC	System Generated	2023-04-17 12:28:27.0666667					
1638	A0890754-7B93-4322-B641-3FE52839A6E1	2023-04-17 09:02:27.1000000	10213.22	4CAD9375-115C-408D-86DD-99FB739C6E5D	InvoiceAdvance	"Wingtip Toys (Vair, TX)"	PNB	System Generated	2023-04-17 09:02:27.1000000					
1639	5D6633B5-9386-4ADD-A1E5-4A6A5A97F647	2023-04-17 16:13:27.1600000	9457.56	4F6EB641-0AD8-4F43-A4F6-C558B23D917B	InvoiceAdvance	"Wingtip Toys (Beekmantown, NY)"	Cash	System Generated	2023-04-17 16:13:27.1600000					
1640	96F1D9DA-6476-4EB6-9A93-E9FE44DB5DD9	2023-04-17 14:39:27.2233333	6704.47	7D3A7696-24C3-4B0D-B503-8FE44A667CA0	InvoiceBalancePayment	"Wingtip Toys (North Beach Haven, NJ)"	PNB	System Generated	2023-04-17 14:39:27.2233333					
1641	977F9A4E-725F-44F9-830D-916A145F5C1F	2023-04-17 14:56:27.2766667	5847.07	155DABAE-BFCC-446D-8227-96881AB16E50	InvoiceBalancePayment	Irma Auzina	UPI	System Generated	2023-04-17 14:56:27.2766667					
1642	475B1E23-8FDC-4A08-968E-C6BCC38EC19E	2023-04-17 15:16:27.3000000	7904.95	D8C56E37-D88C-45BA-A7CC-3C5925D5DDB4	InvoiceBalancePayment	"Wingtip Toys (Dunkerton, IA)"	UPI	System Generated	2023-04-17 15:16:27.3000000					
1643	8E4C94E7-C222-424A-A984-B4781E0F4912	2023-04-17 10:50:27.3333333	5218.53	F4F5566D-A443-40CC-884D-F721D90B05FA	InvoiceBalancePayment	Miloslav Fisar	SBI	System Generated	2023-04-17 10:50:27.3333333					
1644	0FB10380-F072-4AFB-988B-305C892BCCB9	2023-04-18 12:01:29.6500000	9736.54	C39486D5-CB50-4D93-B623-0D332454AEC9	ShipmentAdvance	DAD-0053	HDFC	System Generated	2023-04-18 12:01:29.6500000					
1645	D0E24B51-6FC8-496B-BF86-457DC600EC20	2023-04-18 10:04:30.5133333	11017.93	9B85E8BF-8AE3-47F5-8465-16AD322FCCD4	ShipmentBalancePayment	CBC-0019	HDFC	System Generated	2023-04-18 10:04:30.5133333					
1646	F53FC4FA-D839-4326-8D85-1D3A47905784	2023-04-18 13:04:30.9433333	6078.78	B6C9C0F8-DE57-43BB-9489-811E6C0329EF	InvoiceAdvance	Ron Williams	SBI	System Generated	2023-04-18 13:04:30.9433333					
1647	F6927205-77B8-4EFC-BC86-D4206FE01E0C	2023-04-18 18:22:30.9800000	6856.01	6E8D5F57-E99F-4B9E-A3C4-E193CB7F7F57	InvoiceAdvance	Hai Banh	Cash	System Generated	2023-04-18 18:22:30.9800000					
1648	616F1148-3824-4E63-80BF-CFEAD67E1982	2023-04-18 16:10:32.9000000	11264.86	52D3976A-1CCD-4FBC-8166-3FECD5610222	InvoiceBalancePayment	Isidora Urias	ICICI	System Generated	2023-04-18 16:10:32.9000000					
1649	1847197E-C832-4C70-89FC-55079328E3CB	2023-04-19 11:36:28.1266667	8457.15	68131B2B-F232-4BF2-BEE2-1BFC60B0148C	ShipmentAdvance	BBA-0030	ICICI	System Generated	2023-04-19 11:36:28.1266667					
1650	5844F547-823D-4BED-A127-C9AABE685D0A	2023-04-19 16:08:28.1466667	13106.21	932FFE06-8522-4CE4-92EC-1CD5C1C77888	ShipmentAdvance	ADB-0032	UPI	System Generated	2023-04-19 16:08:28.1466667					
1651	0906EB59-727E-4732-87C1-5775D418C9CB	2023-04-19 15:33:28.1700000	6332.06	26E6B25A-3FE9-409E-AFDD-34F7003E4BC9	ShipmentAdvance	AAC-0088	ICICI	System Generated	2023-04-19 15:33:28.1700000					
1652	30AAA962-0E8E-41F6-922F-D4FCDB89C32F	2023-04-19 14:49:28.1900000	10670.34	8E23F81A-4B32-4B7E-94E9-393BCE52DD61	ShipmentAdvance	DDC-0095	Cash	System Generated	2023-04-19 14:49:28.1900000					
1653	3FCB4CBF-894C-47F3-AFBC-B9D2AA08B9D6	2023-04-19 16:39:28.2566667	3390.50	0A181390-4426-475A-81B1-1747B7AC7C23	ShipmentBalancePayment	DEC-0020	Paytm	System Generated	2023-04-19 16:39:28.2566667					
1654	C2C610F5-03B0-4800-963A-425FB04EC7AE	2023-04-19 18:15:28.2800000	4961.88	9F4B96AF-38AB-4936-8BEC-185974709BB9	ShipmentBalancePayment	DBA-0057	IDFC	System Generated	2023-04-19 18:15:28.2800000					
1655	9D7B99D8-4D24-4619-90B9-1E3DA7FCDE78	2023-04-19 14:36:28.3166667	7981.37	3321855F-247E-402F-8C2D-1F36997FCDF6	ShipmentBalancePayment	CBE-0097	UPI	System Generated	2023-04-19 14:36:28.3166667					
1656	118EA37B-F3D2-48F0-AC7C-EC87A84AE8DD	2023-04-19 17:45:28.4733333	7976.11	3E37FCBC-5C5D-4EBE-BC09-5D808B446417	InvoiceBalancePayment	Kumar Naicker	ICICI	System Generated	2023-04-19 17:45:28.4733333					
1657	29B898EC-06DC-4186-A637-0CE7F3D82F5A	2023-04-19 16:14:28.4966667	11212.64	8CD458B4-EBC4-473E-800E-CD3B88CCC59E	InvoiceBalancePayment	Baalaamjali Devulapalli	ICICI	System Generated	2023-04-19 16:14:28.4966667					
1658	55DDC4FB-0B49-47C2-9532-EC60FD08D9B0	2023-04-19 09:23:28.5200000	10213.22	4CAD9375-115C-408D-86DD-99FB739C6E5D	InvoiceBalancePayment	"Wingtip Toys (Vair, TX)"	UPI	System Generated	2023-04-19 09:23:28.5200000					
1659	61E8E3CD-6DDE-4487-9703-710FC110A97F	2023-04-20 13:21:28.3433333	10434.43	093642CD-CE1B-4EEC-B168-3A230A156012	ShipmentAdvance	ABB-0077	IDFC	System Generated	2023-04-20 13:21:28.3433333					
1660	042E978E-222F-4749-9CCB-D5345AC7D77E	2023-04-20 18:24:28.3833333	17159.43	AAA117B3-4F2D-411F-BA89-3BAD543BA0E5	ShipmentAdvance	EBD-0075	Paytm	System Generated	2023-04-20 18:24:28.3833333					
1661	1D523171-BEC4-4F02-A0BA-9A4250D1AF4C	2023-04-20 15:53:28.4333333	13386.92	64E55CE1-1633-489F-8033-3DC0CE7D5349	ShipmentAdvance	ECE-0021	Axis	System Generated	2023-04-20 15:53:28.4333333					
1662	DFB88321-D21C-400C-8ABB-5AD5584049AD	2023-04-20 12:38:28.8400000	4601.39	6C1CC66E-1460-4561-9088-07C4DA593184	ShipmentBalancePayment	BEB-0085	ICICI	System Generated	2023-04-20 12:38:28.8400000					
1663	914EBD0F-F59A-4A92-BC48-5D847073B855	2023-04-20 12:32:29.3100000	16759.11	87092173-A47C-4624-B6A6-B575C951DB61	InvoiceAdvance	Sabine Alksne	IDFC	System Generated	2023-04-20 12:32:29.3100000					
1664	DDEE289C-8CB3-4421-B3D3-49274ED9E8E0	2023-04-20 11:56:29.3766667	7651.29	60BD54A2-D44A-4D2A-BBDD-6DEB786FFCC5	InvoiceAdvance	Divyendu Sen	ICICI	System Generated	2023-04-20 11:56:29.3766667					
1665	93C8BBA7-2491-4CB6-94BE-B9585B28FFBB	2023-04-20 17:44:29.4000000	12172.09	7C0F9A12-A06D-43B2-9AE6-7F2E167767CC	InvoiceAdvance	Biju Deb	IDFC	System Generated	2023-04-20 17:44:29.4000000					
1666	DAECCCB2-BF71-4B56-9108-3950D0AC6788	2023-04-20 12:41:30.8566667	9965.42	3DF7B5CA-F700-49D1-B918-544E0D06B266	InvoiceBalancePayment	"Tailspin Toys (Teutopolis, IL)"	SBI	System Generated	2023-04-20 12:41:30.8566667					
1667	452FBDF2-2D0C-47FC-A322-98793F8FFD0F	2023-04-21 10:54:27.5733333	8987.57	C39486D5-CB50-4D93-B623-0D332454AEC9	ShipmentBalancePayment	DAD-0053	IDFC	System Generated	2023-04-21 10:54:27.5733333					
1668	D0F1C4C9-1BC6-4858-9C6A-E1DE03ACE3F9	2023-04-21 12:17:27.6100000	7336.65	FE8FAFEE-E856-420B-AF66-1FEC43523B2E	ShipmentBalancePayment	EAC-0036	HDFC	System Generated	2023-04-21 12:17:27.6100000					
1669	47B1CDEF-B3D6-42ED-AD9D-DD3A232C6AB6	2023-04-21 14:37:27.6366667	11469.46	2C94DFD7-0F2A-41AE-BB5A-0BD87C800F3F	InvoiceAdvance	"Wingtip Toys (Saint Landry, LA)"	Cash	System Generated	2023-04-21 14:37:27.6366667					
1670	32E17364-B7F1-401D-AE3D-B5D5D74CCFFC	2023-04-22 18:01:26.9366667	12954.49	1E712F3A-EE29-4C09-BD64-214AD69BFF36	ShipmentAdvance	CCD-0071	UPI	System Generated	2023-04-22 18:01:26.9366667					
1671	95ACFE64-68A7-4C4A-9C0B-D219B9B53243	2023-04-22 09:07:26.9666667	12021.31	9650DEC1-63D6-46AD-B746-2381F7903A9E	ShipmentBalancePayment	EBB-0079	SBI	System Generated	2023-04-22 09:07:26.9666667					
1672	B9B4E5CB-4961-4405-907F-7C0B1AF630C3	2023-04-22 11:14:26.9966667	6818.38	3CD50D8B-A0BE-4D36-9A7F-25D21909D833	ShipmentBalancePayment	CED-0028	UPI	System Generated	2023-04-22 11:14:26.9966667					
1673	F7A4FACB-78BF-43FA-B8E8-B17E20E3F88A	2023-04-22 09:28:27.0200000	6008.63	316710C5-071F-4F4A-B851-2615F73DEB71	ShipmentBalancePayment	BAD-0039	Paytm	System Generated	2023-04-22 09:28:27.0200000					
1674	E2811E0F-FAB5-4B8B-A554-BD6F2088DC8E	2023-04-22 16:06:27.0466667	9265.78	B9325B50-66A4-41A2-8C10-00336D6D558B	InvoiceAdvance	"Wingtip Toys (Mount Summit, IN)"	UPI	System Generated	2023-04-22 16:06:27.0466667					
1675	8E2D414D-66FF-48E6-BFC4-AE16A71F923E	2023-04-22 13:05:27.1666667	3804.82	51B86011-A16F-4D07-8F71-C5DAF0D72DC0	InvoiceBalancePayment	Aive Petrov	HDFC	System Generated	2023-04-22 13:05:27.1666667					
1676	993792C4-EB82-4D7C-BDC4-0E42DB87F52D	2023-04-22 17:36:27.2166667	5593.86	B7D6F8A1-B592-4D34-9521-5475B662668A	InvoiceBalancePayment	"Tailspin Toys (Donner, LA)"	ICICI	System Generated	2023-04-22 17:36:27.2166667					
1677	C0D424AF-4B1C-4573-86A1-BA764AF6A631	2023-04-22 09:27:27.2600000	11171.68	200AD0B7-7786-4D18-B515-DD55634AE6BB	InvoiceBalancePayment	"Tailspin Toys (Avenal, CA)"	Paytm	System Generated	2023-04-22 09:27:27.2600000					
1678	4E4AA4DD-4A59-40F8-B751-4068CFEDACA4	2023-04-23 13:29:29.6000000	9200.33	88696CC1-EA4E-4AF2-BA1A-21030CC72FD2	ShipmentAdvance	CDC-0004	HDFC	System Generated	2023-04-23 13:29:29.6000000					
1679	F8C0E928-FA5E-41CC-B9CF-0F7E851B4000	2023-04-23 17:12:29.6200000	8852.20	A5DAD120-9163-4371-A5B4-278108C6B768	ShipmentAdvance	EDE-0020	HDFC	System Generated	2023-04-23 17:12:29.6200000					
1680	5ADB571E-025B-4F93-BA51-13464273CFE5	2023-04-23 16:00:29.6366667	8684.83	C65554AD-29D7-4D1D-8EFF-3DED9B11B814	ShipmentAdvance	CEE-0028	Cash	System Generated	2023-04-23 16:00:29.6366667					
1681	E4156112-E452-4CA5-A4AD-3B7BFE33B2A5	2023-04-23 09:07:29.6566667	12517.46	75BC25A3-F132-4FDE-B975-3DF39EF3140F	ShipmentAdvance	ADC-0019	ICICI	System Generated	2023-04-23 09:07:29.6566667					
1682	1DFE20E3-80E5-4CBE-9644-7DA3C012FF7C	2023-04-23 09:17:29.6766667	6919.48	68131B2B-F232-4BF2-BEE2-1BFC60B0148C	ShipmentBalancePayment	BBA-0030	Paytm	System Generated	2023-04-23 09:17:29.6766667					
1683	324FF5D1-8A8D-40BD-AC48-BAE3AD5AE32A	2023-04-23 13:03:29.7000000	9490.71	932FFE06-8522-4CE4-92EC-1CD5C1C77888	ShipmentBalancePayment	ADB-0032	Cash	System Generated	2023-04-23 13:03:29.7000000					
1684	317D5D15-EA3F-4D68-B407-978329EB1E16	2023-04-23 17:34:29.7200000	7448.16	007FDA22-1978-47D2-B573-263DABDF82FD	ShipmentBalancePayment	DBD-0072	UPI	System Generated	2023-04-23 17:34:29.7200000					
1685	BC97ECB2-BC4D-4DE1-9CF8-0C9257D0B1F6	2023-04-23 18:01:29.7500000	12161.86	748EED3C-103B-42CA-8D2A-D9D56246FFDA	InvoiceAdvance	"Tailspin Toys (Hiteman, IA)"	UPI	System Generated	2023-04-23 18:01:29.7500000					
1686	BE09F4F2-9778-4C45-9F08-860792606425	2023-04-23 13:10:29.7666667	9351.72	42A785A4-C4DD-4CA7-B938-F198D5500B8C	InvoiceAdvance	Harsha Huq	HDFC	System Generated	2023-04-23 13:10:29.7666667					
1687	F11C500B-C366-46C8-B159-20AA4E66238A	2023-04-23 09:47:29.7833333	14852.37	A37E3D2C-B733-41A5-8B62-E6D1A53B8C64	InvoiceAdvance	Jatindra Bandopadhyay	Axis	System Generated	2023-04-23 09:47:29.7833333					
1688	C50B917A-53AB-4A6A-AB4F-4444907236A9	2023-04-23 14:47:29.8300000	12425.25	2C94DFD7-0F2A-41AE-BB5A-0BD87C800F3F	InvoiceBalancePayment	"Wingtip Toys (Saint Landry, LA)"	HDFC	System Generated	2023-04-23 14:47:29.8300000					
1689	8579AC04-3973-4C79-92CA-FAF9DBD69B69	2023-04-23 16:48:29.8600000	8720.84	CD5B575F-F089-44D1-8556-A9A3E3E69D5B	InvoiceBalancePayment	"Tailspin Toys (Orchard Hill, GA)"	Axis	System Generated	2023-04-23 16:48:29.8600000					
1690	1A78911C-020D-459C-B331-AF8F8FE5A340	2023-04-23 11:58:29.8800000	10245.70	4F6EB641-0AD8-4F43-A4F6-C558B23D917B	InvoiceBalancePayment	"Wingtip Toys (Beekmantown, NY)"	UPI	System Generated	2023-04-23 11:58:29.8800000					
1691	948D2F68-54B9-40FD-9B57-3E61236F6590	2023-04-23 15:13:29.9333333	7435.25	DBC37318-5455-491E-927A-66AE415AD6FA	InvoiceBalancePayment	"Wingtip Toys (Highland Home, AL)"	UPI	System Generated	2023-04-23 15:13:29.9333333					
1692	4D6CAB32-864C-47A5-9F1E-9D3277838FF7	2023-04-24 11:30:29.4333333	14396.38	916239D3-8AA7-4903-A0C9-287E329B66B5	ShipmentAdvance	CCB-0056	Paytm	System Generated	2023-04-24 11:30:29.4333333					
1693	C180649B-7A34-4263-B2AA-4D24AA8434AB	2023-04-24 17:25:29.4600000	9722.17	940C4FA8-8419-4F53-A001-32E8683B76AC	ShipmentAdvance	ECB-0033	ICICI	System Generated	2023-04-24 17:25:29.4600000					
1694	FF860D42-FFAA-4F23-A52F-27BF962276E0	2023-04-24 10:38:29.4833333	12771.97	8EB59996-9341-4CBB-B519-3E9FE08E8407	ShipmentAdvance	BBE-0003	UPI	System Generated	2023-04-24 10:38:29.4833333					
1695	FE52DD6F-ED01-4748-9199-7FFDEE39409D	2023-04-24 13:41:29.5133333	7626.42	DCF07D1E-AF47-4D9A-85AE-3ED889A1482F	ShipmentAdvance	DEB-0059	UPI	System Generated	2023-04-24 13:41:29.5133333					
1696	5B410528-5066-4CD6-8BCA-9B502175A1EC	2023-04-24 12:10:29.5500000	5970.04	F5030909-235F-408C-9434-0BBE79F37E52	ShipmentBalancePayment	DBB-0089	Axis	System Generated	2023-04-24 12:10:29.5500000					
1697	ABC08995-2133-4D5D-9BC5-B8E5F3F8AB3A	2023-04-24 11:31:29.6033333	7057.11	7B8336A3-8A45-4523-A4E7-317B12E57000	InvoiceAdvance	"Tailspin Toys (Terre du Lac, MO)"	UPI	System Generated	2023-04-24 11:31:29.6033333					
1698	373FE9AD-4397-4C5A-8333-8EF5EDE282DD	2023-04-24 08:40:29.6500000	4752.21	FD2AC4A5-AEE0-42F2-AA0E-EACAA15AB446	InvoiceAdvance	Risto Lill	SBI	System Generated	2023-04-24 08:40:29.6500000					
1699	257DDDB8-63F1-47F1-BE03-CA5BDCD3E5FA	2023-04-24 16:55:29.7166667	7429.61	B6C9C0F8-DE57-43BB-9489-811E6C0329EF	InvoiceBalancePayment	Ron Williams	IDFC	System Generated	2023-04-24 16:55:29.7166667					
1700	BDD132C3-4DC1-4A66-AADA-F336DD27ED87	2023-04-24 16:33:29.7666667	7427.34	6E8D5F57-E99F-4B9E-A3C4-E193CB7F7F57	InvoiceBalancePayment	Hai Banh	PNB	System Generated	2023-04-24 16:33:29.7666667					
1701	F382F870-FA55-4588-B4F4-2C07F3D9665F	2023-04-24 16:56:29.7933333	5586.37	87092173-A47C-4624-B6A6-B575C951DB61	InvoiceBalancePayment	Sabine Alksne	IDFC	System Generated	2023-04-24 16:56:29.7933333					
1702	40B39013-2772-4B73-8340-208343B99BA5	2023-04-25 18:10:30.2066667	8234.20	906FDCFF-D734-495E-90D4-2853BD967D24	ShipmentAdvance	BEA-0013	UPI	System Generated	2023-04-25 18:10:30.2066667					
1703	B8A5A31D-AE6E-4127-8FA8-B9899F6C33F0	2023-04-25 11:50:30.2366667	8288.11	0754D526-9FCB-4F08-979A-3F56AEDEF0A3	ShipmentAdvance	BED-0069	ICICI	System Generated	2023-04-25 11:50:30.2366667					
1704	475BAAB9-F65D-40D6-AE49-BD8C323904DF	2023-04-25 16:05:30.2600000	15303.69	06514D80-24B2-48C8-B9DC-3F78692C9987	ShipmentAdvance	EBD-0017	Axis	System Generated	2023-04-25 16:05:30.2600000					
1705	C341B60E-3D0C-4815-B503-F0CB9699F82D	2023-04-25 18:08:30.2833333	4791.18	FC5A9783-1609-49E7-881E-04E130448AF3	ShipmentBalancePayment	BBA-0046	ICICI	System Generated	2023-04-25 18:08:30.2833333					
1706	2BAC23BE-048F-4932-89A3-5EE6A2EC5B3A	2023-04-25 12:05:30.3100000	6713.63	01699EF1-4DD3-4376-A5D3-26C9B00088FB	ShipmentBalancePayment	AEA-0013	UPI	System Generated	2023-04-25 12:05:30.3100000					
1707	35A1DAAD-138B-4E1C-AED4-C956775DBD01	2023-04-25 15:56:30.3333333	6635.56	88A15D07-79D2-4E17-8C5C-270C03D2786B	ShipmentBalancePayment	DEB-0088	HDFC	System Generated	2023-04-25 15:56:30.3333333					
1708	617CE800-67A5-4946-9D79-5B1424957A91	2023-04-25 15:36:30.3700000	5722.14	81B7B3AE-4DD4-428D-9A6C-5C676380240D	InvoiceAdvance	"Wingtip Toys (Helotes, TX)"	PNB	System Generated	2023-04-25 15:36:30.3700000					
1709	48F52F4D-4439-4F81-BF43-BE971B21B3AC	2023-04-25 15:15:30.4400000	8632.35	42A785A4-C4DD-4CA7-B938-F198D5500B8C	InvoiceBalancePayment	Harsha Huq	Paytm	System Generated	2023-04-25 15:15:30.4400000					
1710	B87B1756-2D31-4C76-954A-C7BAFCD3CE20	2023-04-25 16:58:30.4700000	3586.09	181234EB-6596-4801-B33C-55A6BBEE1D98	InvoiceBalancePayment	Jakub Lukes	ICICI	System Generated	2023-04-25 16:58:30.4700000					
1711	522C5E30-5561-4607-B52F-78BE7474E01A	2023-04-26 12:56:29.8300000	11826.61	48CA6F72-2B7A-4942-BC87-292743EFB344	ShipmentAdvance	AAC-0089	IDFC	System Generated	2023-04-26 12:56:29.8300000					
1712	35C5879C-2577-4689-95CD-C4C94A534882	2023-04-26 08:57:29.8600000	5266.76	07E904DA-5A5A-4046-B13E-27C554F9A196	ShipmentBalancePayment	CDA-0042	IDFC	System Generated	2023-04-26 08:57:29.8600000					
1713	6DD1D0C7-E6D8-4D7D-AC32-69E6B82BA427	2023-04-26 08:57:29.8866667	4603.93	7EAF64D3-4914-4CF6-8690-27EDAB8388AE	ShipmentBalancePayment	ACA-0083	Cash	System Generated	2023-04-26 08:57:29.8866667					
1714	39B61936-BF02-444A-A9CC-79E273AD0BAC	2023-04-26 08:47:29.9100000	2660.50	8C695D7A-D84E-4B70-B309-280F2B1916AF	ShipmentBalancePayment	EBE-0002	Paytm	System Generated	2023-04-26 08:47:29.9100000					
1715	863E6E2D-1D02-4DE3-8A6C-CFC20C7F22C7	2023-04-26 14:25:29.9433333	9301.32	FCDEA8AB-7974-49D3-8A83-281B090DA3A2	ShipmentBalancePayment	BAD-0063	Cash	System Generated	2023-04-26 14:25:29.9433333					
1716	91E281AA-510F-4532-9417-788373EF8DA0	2023-04-26 15:44:29.9733333	12409.93	64533A78-D754-46E1-9B22-CCD00DEAD7BA	InvoiceAdvance	Alena Kellnerova	Paytm	System Generated	2023-04-26 15:44:29.9733333					
1717	25066CC2-8E98-4F19-BF3C-DAAEFF5BED32	2023-04-26 13:54:29.9966667	10686.04	F0EE3414-6D57-4845-8B62-079D2BA36B14	InvoiceAdvance	Rani Ganguly	HDFC	System Generated	2023-04-26 13:54:29.9966667					
1718	F7198FC9-8A4E-4F17-8584-CFC08DE1E19C	2023-04-26 10:02:30.0533333	6260.15	60BD54A2-D44A-4D2A-BBDD-6DEB786FFCC5	InvoiceBalancePayment	Divyendu Sen	HDFC	System Generated	2023-04-26 10:02:30.0533333					
1719	27AA16CA-397F-4049-B07B-58C6F0BC1908	2023-04-26 14:58:30.1033333	4057.36	7C0F9A12-A06D-43B2-9AE6-7F2E167767CC	InvoiceBalancePayment	Biju Deb	SBI	System Generated	2023-04-26 14:58:30.1033333					
1720	6D564E59-5BE0-4E3C-B849-C048573896E3	2023-04-27 08:58:30.2966667	13733.60	34E7DDD1-A0A7-4849-B3E4-0D5DDA071BBA	ShipmentAdvance	DBB-0081	IDFC	System Generated	2023-04-27 08:58:30.2966667					
1721	BBE20DB5-E270-4CD5-A8DD-B9A81FCFCDBF	2023-04-27 15:04:30.3366667	10569.09	AC163986-0A37-461A-98D5-270B94182801	ShipmentAdvance	ABB-0053	Cash	System Generated	2023-04-27 15:04:30.3366667					
1722	2B612C6F-37C5-45AF-8F89-6D5583B2B608	2023-04-27 11:40:30.4000000	10136.10	51C21B3E-A3A0-407D-9647-35CC9C46A089	InvoiceAdvance	Victoria Lacusta	UPI	System Generated	2023-04-27 11:40:30.4000000					
1723	340FA638-67D9-4E64-9134-F0DC35341E85	2023-04-27 17:06:30.4400000	17326.37	1BA80A63-D2CB-450A-8D99-32EDF3B2BD09	InvoiceAdvance	"Wingtip Toys (Cache, OK)"	IDFC	System Generated	2023-04-27 17:06:30.4400000					
1724	F5684D89-D971-4EC7-9B69-395411F139B5	2023-04-27 12:09:30.4800000	11760.39	B0B4DBCD-92FB-4ECB-9AE8-10E2F3D3BC54	InvoiceAdvance	Liia Orav	PNB	System Generated	2023-04-27 12:09:30.4800000					
1725	B480B8B9-E161-41AC-8019-757BCE45AD7C	2023-04-27 13:32:30.5166667	9870.45	32362E68-8623-4E01-B5FF-D9EF20CCA56D	InvoiceAdvance	"Wingtip Toys (Morita, TX)"	SBI	System Generated	2023-04-27 13:32:30.5166667					
1726	AEFDE6A5-A79F-41AE-BCA2-9AF671F89590	2023-04-27 09:30:30.5566667	6709.71	B9325B50-66A4-41A2-8C10-00336D6D558B	InvoiceBalancePayment	"Wingtip Toys (Mount Summit, IN)"	HDFC	System Generated	2023-04-27 09:30:30.5566667					
1727	930B1335-7D74-4197-9CCB-DF98F0CD3957	2023-04-27 16:57:30.5800000	7651.22	A37E3D2C-B733-41A5-8B62-E6D1A53B8C64	InvoiceBalancePayment	Jatindra Bandopadhyay	Axis	System Generated	2023-04-27 16:57:30.5800000					
1728	0A600E90-FD7C-4217-A3AD-C027E1910197	2023-04-27 13:35:30.6666667	5808.26	FD2AC4A5-AEE0-42F2-AA0E-EACAA15AB446	InvoiceBalancePayment	Risto Lill	PNB	System Generated	2023-04-27 13:35:30.6666667					
1729	363DE903-BA53-404D-B5CF-9DDAAD07AF79	2023-04-28 09:52:29.3633333	15101.48	DD874E51-9BCA-4753-8889-02E3E2BA4611	ShipmentAdvance	ECD-0028	IDFC	System Generated	2023-04-28 09:52:29.3633333					
1730	142149B8-0FCF-4D2C-836E-61F479BF06F8	2023-04-28 16:09:29.4033333	5164.54	EFDCAF4A-7755-42E0-9968-2F844AD22CEB	ShipmentAdvance	EAB-0076	Cash	System Generated	2023-04-28 16:09:29.4033333					
1731	08298123-799C-4391-97DA-52E3374C71BD	2023-04-28 14:06:29.4266667	6922.27	F3FB75DC-031B-42D2-99C3-2FE90BEC9203	ShipmentAdvance	EBB-0022	HDFC	System Generated	2023-04-28 14:06:29.4266667					
1732	9398ED08-CE8C-4022-A137-5EC6BC634948	2023-04-28 10:38:29.4566667	9380.84	1E712F3A-EE29-4C09-BD64-214AD69BFF36	ShipmentBalancePayment	CCD-0071	SBI	System Generated	2023-04-28 10:38:29.4566667					
1733	62789E5E-69F5-441C-BBA2-89D359A2EBA2	2023-04-28 09:40:29.4800000	2898.54	73B8D766-DF4D-46EE-A193-28207B830587	ShipmentBalancePayment	CCB-0066	Paytm	System Generated	2023-04-28 09:40:29.4800000					
1734	0A6C14AE-974C-4DEF-AEF3-B0C238CC858D	2023-04-28 09:47:29.5166667	11881.27	C91D2AEB-F882-4061-84D6-285095A6AD25	ShipmentBalancePayment	BCE-0050	Axis	System Generated	2023-04-28 09:47:29.5166667					
1735	1DA63EE7-37F1-407A-A655-7FA84CDE972D	2023-04-28 14:30:29.5400000	5621.76	864BB65B-2055-4B20-AA04-28C7C1234CEF	ShipmentBalancePayment	CDB-0056	PNB	System Generated	2023-04-28 14:30:29.5400000					
1736	1FEDAD5F-2933-49B3-A0F9-40C427B33BFE	2023-04-28 10:18:29.6233333	11155.97	F9EB2615-A5DC-47B9-97EE-B0D3E002050B	InvoiceAdvance	"Tailspin Toys (Tomnolen, MS)"	Axis	System Generated	2023-04-28 10:18:29.6233333					
