TrNo	TrDate	Amt	Type	Cheque	RefNo	PaymentType	Party	BankName	detail	CreatedBy	CreatedOn
317D5D15-EA3F-4D68-B407-978329EB1E16	2023-04-23 17:34:29.7200000	7448.16	Dr	NULL	007FDA22-1978-47D2-B573-263DABDF82FD	ShipmentBalancePayment	Learning Ltd.	UPI	UPI -  - 7448.16	System Generated	2023-04-23 17:34:29.7200000
BC97ECB2-BC4D-4DE1-9CF8-0C9257D0B1F6	2023-04-23 18:01:29.7500000	12161.86	Dr	NULL	748EED3C-103B-42CA-8D2A-D9D56246FFDA	InvoiceAdvance	"Tailspin Toys (Hiteman, IA)"	UPI	UPI -  - 12161.86	System Generated	2023-04-23 18:01:29.7500000
BC97ECB2-BC4D-4DE1-9CF8-0C9257D0B1F6	2023-04-23 18:01:29.7500000	-12161.86	Cr	NULL	748EED3C-103B-42CA-8D2A-D9D56246FFDA	InvoiceAdvance	Learning Ltd.	UPI	UPI -  - -12161.86	System Generated	2023-04-23 18:01:29.7500000
BE09F4F2-9778-4C45-9F08-860792606425	2023-04-23 13:10:29.7666667	9351.72	Dr	D4890D4C-5971-4102-AC80-F1C0D3EF6A20	42A785A4-C4DD-4CA7-B938-F198D5500B8C	InvoiceAdvance	Harsha Huq	HDFC	HDFC - D4890D4C-5971-4102-AC80-F1C0D3EF6A20 - 9351.72	System Generated	2023-04-23 13:10:29.7666667
BE09F4F2-9778-4C45-9F08-860792606425	2023-04-23 13:10:29.7666667	-9351.72	Cr	D4890D4C-5971-4102-AC80-F1C0D3EF6A20	42A785A4-C4DD-4CA7-B938-F198D5500B8C	InvoiceAdvance	Learning Ltd.	HDFC	HDFC - D4890D4C-5971-4102-AC80-F1C0D3EF6A20 - -9351.72	System Generated	2023-04-23 13:10:29.7666667
F11C500B-C366-46C8-B159-20AA4E66238A	2023-04-23 09:47:29.7833333	14852.37	Dr	6C2B855A-2CF0-4899-8D02-8BC5A7FF8944	A37E3D2C-B733-41A5-8B62-E6D1A53B8C64	InvoiceAdvance	Jatindra Bandopadhyay	Axis	Axis - 6C2B855A-2CF0-4899-8D02-8BC5A7FF8944 - 14852.37	System Generated	2023-04-23 09:47:29.7833333
F11C500B-C366-46C8-B159-20AA4E66238A	2023-04-23 09:47:29.7833333	-14852.37	Cr	6C2B855A-2CF0-4899-8D02-8BC5A7FF8944	A37E3D2C-B733-41A5-8B62-E6D1A53B8C64	InvoiceAdvance	Learning Ltd.	Axis	Axis - 6C2B855A-2CF0-4899-8D02-8BC5A7FF8944 - -14852.37	System Generated	2023-04-23 09:47:29.7833333
C50B917A-53AB-4A6A-AB4F-4444907236A9	2023-04-23 14:47:29.8300000	12425.25	Dr	46BF65EB-0875-43A6-9FAE-BC5FCD10E357	2C94DFD7-0F2A-41AE-BB5A-0BD87C800F3F	InvoiceBalancePayment	"Wingtip Toys (Saint Landry, LA)"	HDFC	HDFC - 46BF65EB-0875-43A6-9FAE-BC5FCD10E357 - 12425.25	System Generated	2023-04-23 14:47:29.8300000
C50B917A-53AB-4A6A-AB4F-4444907236A9	2023-04-23 14:47:29.8300000	-12425.25	Cr	46BF65EB-0875-43A6-9FAE-BC5FCD10E357	2C94DFD7-0F2A-41AE-BB5A-0BD87C800F3F	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - 46BF65EB-0875-43A6-9FAE-BC5FCD10E357 - -12425.25	System Generated	2023-04-23 14:47:29.8300000
8579AC04-3973-4C79-92CA-FAF9DBD69B69	2023-04-23 16:48:29.8600000	8720.84	Dr	D3D89E70-46B0-445D-B843-5FC16563CA8C	CD5B575F-F089-44D1-8556-A9A3E3E69D5B	InvoiceBalancePayment	"Tailspin Toys (Orchard Hill, GA)"	Axis	Axis - D3D89E70-46B0-445D-B843-5FC16563CA8C - 8720.84	System Generated	2023-04-23 16:48:29.8600000
8579AC04-3973-4C79-92CA-FAF9DBD69B69	2023-04-23 16:48:29.8600000	-8720.84	Cr	D3D89E70-46B0-445D-B843-5FC16563CA8C	CD5B575F-F089-44D1-8556-A9A3E3E69D5B	InvoiceBalancePayment	Learning Ltd.	Axis	Axis - D3D89E70-46B0-445D-B843-5FC16563CA8C - -8720.84	System Generated	2023-04-23 16:48:29.8600000
1A78911C-020D-459C-B331-AF8F8FE5A340	2023-04-23 11:58:29.8800000	10245.70	Dr	NULL	4F6EB641-0AD8-4F43-A4F6-C558B23D917B	InvoiceBalancePayment	"Wingtip Toys (Beekmantown, NY)"	UPI	UPI -  - 10245.70	System Generated	2023-04-23 11:58:29.8800000
1A78911C-020D-459C-B331-AF8F8FE5A340	2023-04-23 11:58:29.8800000	-10245.70	Cr	NULL	4F6EB641-0AD8-4F43-A4F6-C558B23D917B	InvoiceBalancePayment	Learning Ltd.	UPI	UPI -  - -10245.70	System Generated	2023-04-23 11:58:29.8800000
948D2F68-54B9-40FD-9B57-3E61236F6590	2023-04-23 15:13:29.9333333	7435.25	Dr	NULL	DBC37318-5455-491E-927A-66AE415AD6FA	InvoiceBalancePayment	"Wingtip Toys (Highland Home, AL)"	UPI	UPI -  - 7435.25	System Generated	2023-04-23 15:13:29.9333333
948D2F68-54B9-40FD-9B57-3E61236F6590	2023-04-23 15:13:29.9333333	-7435.25	Cr	NULL	DBC37318-5455-491E-927A-66AE415AD6FA	InvoiceBalancePayment	Learning Ltd.	UPI	UPI -  - -7435.25	System Generated	2023-04-23 15:13:29.9333333
4D6CAB32-864C-47A5-9F1E-9D3277838FF7	2023-04-24 11:30:29.4333333	-14396.38	Cr	NULL	916239D3-8AA7-4903-A0C9-287E329B66B5	ShipmentAdvance	CCB-0056	Paytm	Paytm -  - -14396.38	System Generated	2023-04-24 11:30:29.4333333
4D6CAB32-864C-47A5-9F1E-9D3277838FF7	2023-04-24 11:30:29.4333333	14396.38	Dr	NULL	916239D3-8AA7-4903-A0C9-287E329B66B5	ShipmentAdvance	Learning Ltd.	Paytm	Paytm -  - 14396.38	System Generated	2023-04-24 11:30:29.4333333
C180649B-7A34-4263-B2AA-4D24AA8434AB	2023-04-24 17:25:29.4600000	-9722.17	Cr	E7F1A76A-1768-4CFC-9E17-1EE9716405C1	940C4FA8-8419-4F53-A001-32E8683B76AC	ShipmentAdvance	ECB-0033	ICICI	ICICI - E7F1A76A-1768-4CFC-9E17-1EE9716405C1 - -9722.17	System Generated	2023-04-24 17:25:29.4600000
C180649B-7A34-4263-B2AA-4D24AA8434AB	2023-04-24 17:25:29.4600000	9722.17	Dr	E7F1A76A-1768-4CFC-9E17-1EE9716405C1	940C4FA8-8419-4F53-A001-32E8683B76AC	ShipmentAdvance	Learning Ltd.	ICICI	ICICI - E7F1A76A-1768-4CFC-9E17-1EE9716405C1 - 9722.17	System Generated	2023-04-24 17:25:29.4600000
FF860D42-FFAA-4F23-A52F-27BF962276E0	2023-04-24 10:38:29.4833333	-12771.97	Cr	NULL	8EB59996-9341-4CBB-B519-3E9FE08E8407	ShipmentAdvance	BBE-0003	UPI	UPI -  - -12771.97	System Generated	2023-04-24 10:38:29.4833333
FF860D42-FFAA-4F23-A52F-27BF962276E0	2023-04-24 10:38:29.4833333	12771.97	Dr	NULL	8EB59996-9341-4CBB-B519-3E9FE08E8407	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 12771.97	System Generated	2023-04-24 10:38:29.4833333
FE52DD6F-ED01-4748-9199-7FFDEE39409D	2023-04-24 13:41:29.5133333	-7626.42	Cr	NULL	DCF07D1E-AF47-4D9A-85AE-3ED889A1482F	ShipmentAdvance	DEB-0059	UPI	UPI -  - -7626.42	System Generated	2023-04-24 13:41:29.5133333
FE52DD6F-ED01-4748-9199-7FFDEE39409D	2023-04-24 13:41:29.5133333	7626.42	Dr	NULL	DCF07D1E-AF47-4D9A-85AE-3ED889A1482F	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 7626.42	System Generated	2023-04-24 13:41:29.5133333
5B410528-5066-4CD6-8BCA-9B502175A1EC	2023-04-24 12:10:29.5500000	-5970.04	Cr	E61AE9C8-9603-4C50-8A4C-31ADC3CB96E4	F5030909-235F-408C-9434-0BBE79F37E52	ShipmentBalancePayment	DBB-0089	Axis	Axis - E61AE9C8-9603-4C50-8A4C-31ADC3CB96E4 - -5970.04	System Generated	2023-04-24 12:10:29.5500000
5B410528-5066-4CD6-8BCA-9B502175A1EC	2023-04-24 12:10:29.5500000	5970.04	Dr	E61AE9C8-9603-4C50-8A4C-31ADC3CB96E4	F5030909-235F-408C-9434-0BBE79F37E52	ShipmentBalancePayment	Learning Ltd.	Axis	Axis - E61AE9C8-9603-4C50-8A4C-31ADC3CB96E4 - 5970.04	System Generated	2023-04-24 12:10:29.5500000
ABC08995-2133-4D5D-9BC5-B8E5F3F8AB3A	2023-04-24 11:31:29.6033333	7057.11	Dr	NULL	7B8336A3-8A45-4523-A4E7-317B12E57000	InvoiceAdvance	"Tailspin Toys (Terre du Lac, MO)"	UPI	UPI -  - 7057.11	System Generated	2023-04-24 11:31:29.6033333
ABC08995-2133-4D5D-9BC5-B8E5F3F8AB3A	2023-04-24 11:31:29.6033333	-7057.11	Cr	NULL	7B8336A3-8A45-4523-A4E7-317B12E57000	InvoiceAdvance	Learning Ltd.	UPI	UPI -  - -7057.11	System Generated	2023-04-24 11:31:29.6033333
373FE9AD-4397-4C5A-8333-8EF5EDE282DD	2023-04-24 08:40:29.6500000	4752.21	Dr	8E4F7E38-5ED5-41E1-AE40-D986760DD190	FD2AC4A5-AEE0-42F2-AA0E-EACAA15AB446	InvoiceAdvance	Risto Lill	SBI	SBI - 8E4F7E38-5ED5-41E1-AE40-D986760DD190 - 4752.21	System Generated	2023-04-24 08:40:29.6500000
373FE9AD-4397-4C5A-8333-8EF5EDE282DD	2023-04-24 08:40:29.6500000	-4752.21	Cr	8E4F7E38-5ED5-41E1-AE40-D986760DD190	FD2AC4A5-AEE0-42F2-AA0E-EACAA15AB446	InvoiceAdvance	Learning Ltd.	SBI	SBI - 8E4F7E38-5ED5-41E1-AE40-D986760DD190 - -4752.21	System Generated	2023-04-24 08:40:29.6500000
257DDDB8-63F1-47F1-BE03-CA5BDCD3E5FA	2023-04-24 16:55:29.7166667	7429.61	Dr	33A70A32-6DA0-4108-993E-B243FC320997	B6C9C0F8-DE57-43BB-9489-811E6C0329EF	InvoiceBalancePayment	Ron Williams	IDFC	IDFC - 33A70A32-6DA0-4108-993E-B243FC320997 - 7429.61	System Generated	2023-04-24 16:55:29.7166667
257DDDB8-63F1-47F1-BE03-CA5BDCD3E5FA	2023-04-24 16:55:29.7166667	-7429.61	Cr	33A70A32-6DA0-4108-993E-B243FC320997	B6C9C0F8-DE57-43BB-9489-811E6C0329EF	InvoiceBalancePayment	Learning Ltd.	IDFC	IDFC - 33A70A32-6DA0-4108-993E-B243FC320997 - -7429.61	System Generated	2023-04-24 16:55:29.7166667
BDD132C3-4DC1-4A66-AADA-F336DD27ED87	2023-04-24 16:33:29.7666667	7427.34	Dr	801F5D13-CD1B-48DB-B2F3-911F69D82CE8	6E8D5F57-E99F-4B9E-A3C4-E193CB7F7F57	InvoiceBalancePayment	Hai Banh	PNB	PNB - 801F5D13-CD1B-48DB-B2F3-911F69D82CE8 - 7427.34	System Generated	2023-04-24 16:33:29.7666667
BDD132C3-4DC1-4A66-AADA-F336DD27ED87	2023-04-24 16:33:29.7666667	-7427.34	Cr	801F5D13-CD1B-48DB-B2F3-911F69D82CE8	6E8D5F57-E99F-4B9E-A3C4-E193CB7F7F57	InvoiceBalancePayment	Learning Ltd.	PNB	PNB - 801F5D13-CD1B-48DB-B2F3-911F69D82CE8 - -7427.34	System Generated	2023-04-24 16:33:29.7666667
F382F870-FA55-4588-B4F4-2C07F3D9665F	2023-04-24 16:56:29.7933333	5586.37	Dr	131793B2-6F68-470A-9609-EE93FB14590B	87092173-A47C-4624-B6A6-B575C951DB61	InvoiceBalancePayment	Sabine Alksne	IDFC	IDFC - 131793B2-6F68-470A-9609-EE93FB14590B - 5586.37	System Generated	2023-04-24 16:56:29.7933333
F382F870-FA55-4588-B4F4-2C07F3D9665F	2023-04-24 16:56:29.7933333	-5586.37	Cr	131793B2-6F68-470A-9609-EE93FB14590B	87092173-A47C-4624-B6A6-B575C951DB61	InvoiceBalancePayment	Learning Ltd.	IDFC	IDFC - 131793B2-6F68-470A-9609-EE93FB14590B - -5586.37	System Generated	2023-04-24 16:56:29.7933333
40B39013-2772-4B73-8340-208343B99BA5	2023-04-25 18:10:30.2066667	-8234.20	Cr	NULL	906FDCFF-D734-495E-90D4-2853BD967D24	ShipmentAdvance	BEA-0013	UPI	UPI -  - -8234.20	System Generated	2023-04-25 18:10:30.2066667
40B39013-2772-4B73-8340-208343B99BA5	2023-04-25 18:10:30.2066667	8234.20	Dr	NULL	906FDCFF-D734-495E-90D4-2853BD967D24	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 8234.20	System Generated	2023-04-25 18:10:30.2066667
B8A5A31D-AE6E-4127-8FA8-B9899F6C33F0	2023-04-25 11:50:30.2366667	-8288.11	Cr	725E9B42-7490-4CEF-B57F-CF73D78CB539	0754D526-9FCB-4F08-979A-3F56AEDEF0A3	ShipmentAdvance	BED-0069	ICICI	ICICI - 725E9B42-7490-4CEF-B57F-CF73D78CB539 - -8288.11	System Generated	2023-04-25 11:50:30.2366667
B8A5A31D-AE6E-4127-8FA8-B9899F6C33F0	2023-04-25 11:50:30.2366667	8288.11	Dr	725E9B42-7490-4CEF-B57F-CF73D78CB539	0754D526-9FCB-4F08-979A-3F56AEDEF0A3	ShipmentAdvance	Learning Ltd.	ICICI	ICICI - 725E9B42-7490-4CEF-B57F-CF73D78CB539 - 8288.11	System Generated	2023-04-25 11:50:30.2366667
475BAAB9-F65D-40D6-AE49-BD8C323904DF	2023-04-25 16:05:30.2600000	-15303.69	Cr	4CAF14AF-3AC7-4E46-B64C-07BB7A326257	06514D80-24B2-48C8-B9DC-3F78692C9987	ShipmentAdvance	EBD-0017	Axis	Axis - 4CAF14AF-3AC7-4E46-B64C-07BB7A326257 - -15303.69	System Generated	2023-04-25 16:05:30.2600000
475BAAB9-F65D-40D6-AE49-BD8C323904DF	2023-04-25 16:05:30.2600000	15303.69	Dr	4CAF14AF-3AC7-4E46-B64C-07BB7A326257	06514D80-24B2-48C8-B9DC-3F78692C9987	ShipmentAdvance	Learning Ltd.	Axis	Axis - 4CAF14AF-3AC7-4E46-B64C-07BB7A326257 - 15303.69	System Generated	2023-04-25 16:05:30.2600000
C341B60E-3D0C-4815-B503-F0CB9699F82D	2023-04-25 18:08:30.2833333	-4791.18	Cr	D2C4C2B1-4B9D-41B1-922C-55C8C1BA593C	FC5A9783-1609-49E7-881E-04E130448AF3	ShipmentBalancePayment	BBA-0046	ICICI	ICICI - D2C4C2B1-4B9D-41B1-922C-55C8C1BA593C - -4791.18	System Generated	2023-04-25 18:08:30.2833333
C341B60E-3D0C-4815-B503-F0CB9699F82D	2023-04-25 18:08:30.2833333	4791.18	Dr	D2C4C2B1-4B9D-41B1-922C-55C8C1BA593C	FC5A9783-1609-49E7-881E-04E130448AF3	ShipmentBalancePayment	Learning Ltd.	ICICI	ICICI - D2C4C2B1-4B9D-41B1-922C-55C8C1BA593C - 4791.18	System Generated	2023-04-25 18:08:30.2833333
2BAC23BE-048F-4932-89A3-5EE6A2EC5B3A	2023-04-25 12:05:30.3100000	-6713.63	Cr	NULL	01699EF1-4DD3-4376-A5D3-26C9B00088FB	ShipmentBalancePayment	AEA-0013	UPI	UPI -  - -6713.63	System Generated	2023-04-25 12:05:30.3100000
2BAC23BE-048F-4932-89A3-5EE6A2EC5B3A	2023-04-25 12:05:30.3100000	6713.63	Dr	NULL	01699EF1-4DD3-4376-A5D3-26C9B00088FB	ShipmentBalancePayment	Learning Ltd.	UPI	UPI -  - 6713.63	System Generated	2023-04-25 12:05:30.3100000
35A1DAAD-138B-4E1C-AED4-C956775DBD01	2023-04-25 15:56:30.3333333	-6635.56	Cr	FA11BC70-CB92-4F67-9897-11460697FC32	88A15D07-79D2-4E17-8C5C-270C03D2786B	ShipmentBalancePayment	DEB-0088	HDFC	HDFC - FA11BC70-CB92-4F67-9897-11460697FC32 - -6635.56	System Generated	2023-04-25 15:56:30.3333333
35A1DAAD-138B-4E1C-AED4-C956775DBD01	2023-04-25 15:56:30.3333333	6635.56	Dr	FA11BC70-CB92-4F67-9897-11460697FC32	88A15D07-79D2-4E17-8C5C-270C03D2786B	ShipmentBalancePayment	Learning Ltd.	HDFC	HDFC - FA11BC70-CB92-4F67-9897-11460697FC32 - 6635.56	System Generated	2023-04-25 15:56:30.3333333
617CE800-67A5-4946-9D79-5B1424957A91	2023-04-25 15:36:30.3700000	5722.14	Dr	2DF98881-5EE7-4041-8225-234D1BD14C96	81B7B3AE-4DD4-428D-9A6C-5C676380240D	InvoiceAdvance	"Wingtip Toys (Helotes, TX)"	PNB	PNB - 2DF98881-5EE7-4041-8225-234D1BD14C96 - 5722.14	System Generated	2023-04-25 15:36:30.3700000
617CE800-67A5-4946-9D79-5B1424957A91	2023-04-25 15:36:30.3700000	-5722.14	Cr	2DF98881-5EE7-4041-8225-234D1BD14C96	81B7B3AE-4DD4-428D-9A6C-5C676380240D	InvoiceAdvance	Learning Ltd.	PNB	PNB - 2DF98881-5EE7-4041-8225-234D1BD14C96 - -5722.14	System Generated	2023-04-25 15:36:30.3700000
48F52F4D-4439-4F81-BF43-BE971B21B3AC	2023-04-25 15:15:30.4400000	8632.35	Dr	NULL	42A785A4-C4DD-4CA7-B938-F198D5500B8C	InvoiceBalancePayment	Harsha Huq	Paytm	Paytm -  - 8632.35	System Generated	2023-04-25 15:15:30.4400000
48F52F4D-4439-4F81-BF43-BE971B21B3AC	2023-04-25 15:15:30.4400000	-8632.35	Cr	NULL	42A785A4-C4DD-4CA7-B938-F198D5500B8C	InvoiceBalancePayment	Learning Ltd.	Paytm	Paytm -  - -8632.35	System Generated	2023-04-25 15:15:30.4400000
B87B1756-2D31-4C76-954A-C7BAFCD3CE20	2023-04-25 16:58:30.4700000	3586.09	Dr	29FB0620-7B5C-4B65-9D0F-179EE992DDBE	181234EB-6596-4801-B33C-55A6BBEE1D98	InvoiceBalancePayment	Jakub Lukes	ICICI	ICICI - 29FB0620-7B5C-4B65-9D0F-179EE992DDBE - 3586.09	System Generated	2023-04-25 16:58:30.4700000
B87B1756-2D31-4C76-954A-C7BAFCD3CE20	2023-04-25 16:58:30.4700000	-3586.09	Cr	29FB0620-7B5C-4B65-9D0F-179EE992DDBE	181234EB-6596-4801-B33C-55A6BBEE1D98	InvoiceBalancePayment	Learning Ltd.	ICICI	ICICI - 29FB0620-7B5C-4B65-9D0F-179EE992DDBE - -3586.09	System Generated	2023-04-25 16:58:30.4700000
522C5E30-5561-4607-B52F-78BE7474E01A	2023-04-26 12:56:29.8300000	-11826.61	Cr	CDE6C5C6-E394-48AB-94DC-56E1FFF56591	48CA6F72-2B7A-4942-BC87-292743EFB344	ShipmentAdvance	AAC-0089	IDFC	IDFC - CDE6C5C6-E394-48AB-94DC-56E1FFF56591 - -11826.61	System Generated	2023-04-26 12:56:29.8300000
522C5E30-5561-4607-B52F-78BE7474E01A	2023-04-26 12:56:29.8300000	11826.61	Dr	CDE6C5C6-E394-48AB-94DC-56E1FFF56591	48CA6F72-2B7A-4942-BC87-292743EFB344	ShipmentAdvance	Learning Ltd.	IDFC	IDFC - CDE6C5C6-E394-48AB-94DC-56E1FFF56591 - 11826.61	System Generated	2023-04-26 12:56:29.8300000
35C5879C-2577-4689-95CD-C4C94A534882	2023-04-26 08:57:29.8600000	-5266.76	Cr	17B73972-12D4-4FF0-AE9F-F5168F87699A	07E904DA-5A5A-4046-B13E-27C554F9A196	ShipmentBalancePayment	CDA-0042	IDFC	IDFC - 17B73972-12D4-4FF0-AE9F-F5168F87699A - -5266.76	System Generated	2023-04-26 08:57:29.8600000
35C5879C-2577-4689-95CD-C4C94A534882	2023-04-26 08:57:29.8600000	5266.76	Dr	17B73972-12D4-4FF0-AE9F-F5168F87699A	07E904DA-5A5A-4046-B13E-27C554F9A196	ShipmentBalancePayment	Learning Ltd.	IDFC	IDFC - 17B73972-12D4-4FF0-AE9F-F5168F87699A - 5266.76	System Generated	2023-04-26 08:57:29.8600000
6DD1D0C7-E6D8-4D7D-AC32-69E6B82BA427	2023-04-26 08:57:29.8866667	-4603.93	Cr	NULL	7EAF64D3-4914-4CF6-8690-27EDAB8388AE	ShipmentBalancePayment	ACA-0083	Cash	Cash -  - -4603.93	System Generated	2023-04-26 08:57:29.8866667
6DD1D0C7-E6D8-4D7D-AC32-69E6B82BA427	2023-04-26 08:57:29.8866667	4603.93	Dr	NULL	7EAF64D3-4914-4CF6-8690-27EDAB8388AE	ShipmentBalancePayment	Learning Ltd.	Cash	Cash -  - 4603.93	System Generated	2023-04-26 08:57:29.8866667
39B61936-BF02-444A-A9CC-79E273AD0BAC	2023-04-26 08:47:29.9100000	-2660.50	Cr	NULL	8C695D7A-D84E-4B70-B309-280F2B1916AF	ShipmentBalancePayment	EBE-0002	Paytm	Paytm -  - -2660.50	System Generated	2023-04-26 08:47:29.9100000
39B61936-BF02-444A-A9CC-79E273AD0BAC	2023-04-26 08:47:29.9100000	2660.50	Dr	NULL	8C695D7A-D84E-4B70-B309-280F2B1916AF	ShipmentBalancePayment	Learning Ltd.	Paytm	Paytm -  - 2660.50	System Generated	2023-04-26 08:47:29.9100000
863E6E2D-1D02-4DE3-8A6C-CFC20C7F22C7	2023-04-26 14:25:29.9433333	-9301.32	Cr	NULL	FCDEA8AB-7974-49D3-8A83-281B090DA3A2	ShipmentBalancePayment	BAD-0063	Cash	Cash -  - -9301.32	System Generated	2023-04-26 14:25:29.9433333
863E6E2D-1D02-4DE3-8A6C-CFC20C7F22C7	2023-04-26 14:25:29.9433333	9301.32	Dr	NULL	FCDEA8AB-7974-49D3-8A83-281B090DA3A2	ShipmentBalancePayment	Learning Ltd.	Cash	Cash -  - 9301.32	System Generated	2023-04-26 14:25:29.9433333
91E281AA-510F-4532-9417-788373EF8DA0	2023-04-26 15:44:29.9733333	12409.93	Dr	NULL	64533A78-D754-46E1-9B22-CCD00DEAD7BA	InvoiceAdvance	Alena Kellnerova	Paytm	Paytm -  - 12409.93	System Generated	2023-04-26 15:44:29.9733333
91E281AA-510F-4532-9417-788373EF8DA0	2023-04-26 15:44:29.9733333	-12409.93	Cr	NULL	64533A78-D754-46E1-9B22-CCD00DEAD7BA	InvoiceAdvance	Learning Ltd.	Paytm	Paytm -  - -12409.93	System Generated	2023-04-26 15:44:29.9733333
25066CC2-8E98-4F19-BF3C-DAAEFF5BED32	2023-04-26 13:54:29.9966667	10686.04	Dr	558371A4-8575-4AAF-BC8D-3BB0FDE67208	F0EE3414-6D57-4845-8B62-079D2BA36B14	InvoiceAdvance	Rani Ganguly	HDFC	HDFC - 558371A4-8575-4AAF-BC8D-3BB0FDE67208 - 10686.04	System Generated	2023-04-26 13:54:29.9966667
25066CC2-8E98-4F19-BF3C-DAAEFF5BED32	2023-04-26 13:54:29.9966667	-10686.04	Cr	558371A4-8575-4AAF-BC8D-3BB0FDE67208	F0EE3414-6D57-4845-8B62-079D2BA36B14	InvoiceAdvance	Learning Ltd.	HDFC	HDFC - 558371A4-8575-4AAF-BC8D-3BB0FDE67208 - -10686.04	System Generated	2023-04-26 13:54:29.9966667
F7198FC9-8A4E-4F17-8584-CFC08DE1E19C	2023-04-26 10:02:30.0533333	6260.15	Dr	D65FAADF-B11C-46EE-8C17-107FAFF7DD14	60BD54A2-D44A-4D2A-BBDD-6DEB786FFCC5	InvoiceBalancePayment	Divyendu Sen	HDFC	HDFC - D65FAADF-B11C-46EE-8C17-107FAFF7DD14 - 6260.15	System Generated	2023-04-26 10:02:30.0533333
F7198FC9-8A4E-4F17-8584-CFC08DE1E19C	2023-04-26 10:02:30.0533333	-6260.15	Cr	D65FAADF-B11C-46EE-8C17-107FAFF7DD14	60BD54A2-D44A-4D2A-BBDD-6DEB786FFCC5	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - D65FAADF-B11C-46EE-8C17-107FAFF7DD14 - -6260.15	System Generated	2023-04-26 10:02:30.0533333
27AA16CA-397F-4049-B07B-58C6F0BC1908	2023-04-26 14:58:30.1033333	4057.36	Dr	4DE08A3B-27CB-42F5-A32B-18444113FF04	7C0F9A12-A06D-43B2-9AE6-7F2E167767CC	InvoiceBalancePayment	Biju Deb	SBI	SBI - 4DE08A3B-27CB-42F5-A32B-18444113FF04 - 4057.36	System Generated	2023-04-26 14:58:30.1033333
27AA16CA-397F-4049-B07B-58C6F0BC1908	2023-04-26 14:58:30.1033333	-4057.36	Cr	4DE08A3B-27CB-42F5-A32B-18444113FF04	7C0F9A12-A06D-43B2-9AE6-7F2E167767CC	InvoiceBalancePayment	Learning Ltd.	SBI	SBI - 4DE08A3B-27CB-42F5-A32B-18444113FF04 - -4057.36	System Generated	2023-04-26 14:58:30.1033333
6D564E59-5BE0-4E3C-B849-C048573896E3	2023-04-27 08:58:30.2966667	-13733.60	Cr	EC089D47-7AD9-49F9-AD11-B7970AF88151	34E7DDD1-A0A7-4849-B3E4-0D5DDA071BBA	ShipmentAdvance	DBB-0081	IDFC	IDFC - EC089D47-7AD9-49F9-AD11-B7970AF88151 - -13733.60	System Generated	2023-04-27 08:58:30.2966667
6D564E59-5BE0-4E3C-B849-C048573896E3	2023-04-27 08:58:30.2966667	13733.60	Dr	EC089D47-7AD9-49F9-AD11-B7970AF88151	34E7DDD1-A0A7-4849-B3E4-0D5DDA071BBA	ShipmentAdvance	Learning Ltd.	IDFC	IDFC - EC089D47-7AD9-49F9-AD11-B7970AF88151 - 13733.60	System Generated	2023-04-27 08:58:30.2966667
BBE20DB5-E270-4CD5-A8DD-B9A81FCFCDBF	2023-04-27 15:04:30.3366667	-10569.09	Cr	NULL	AC163986-0A37-461A-98D5-270B94182801	ShipmentAdvance	ABB-0053	Cash	Cash -  - -10569.09	System Generated	2023-04-27 15:04:30.3366667
BBE20DB5-E270-4CD5-A8DD-B9A81FCFCDBF	2023-04-27 15:04:30.3366667	10569.09	Dr	NULL	AC163986-0A37-461A-98D5-270B94182801	ShipmentAdvance	Learning Ltd.	Cash	Cash -  - 10569.09	System Generated	2023-04-27 15:04:30.3366667
2B612C6F-37C5-45AF-8F89-6D5583B2B608	2023-04-27 11:40:30.4000000	10136.10	Dr	NULL	51C21B3E-A3A0-407D-9647-35CC9C46A089	InvoiceAdvance	Victoria Lacusta	UPI	UPI -  - 10136.10	System Generated	2023-04-27 11:40:30.4000000
2B612C6F-37C5-45AF-8F89-6D5583B2B608	2023-04-27 11:40:30.4000000	-10136.10	Cr	NULL	51C21B3E-A3A0-407D-9647-35CC9C46A089	InvoiceAdvance	Learning Ltd.	UPI	UPI -  - -10136.10	System Generated	2023-04-27 11:40:30.4000000
340FA638-67D9-4E64-9134-F0DC35341E85	2023-04-27 17:06:30.4400000	17326.37	Dr	CB6AC006-30A6-4733-BFA8-4A435BC57971	1BA80A63-D2CB-450A-8D99-32EDF3B2BD09	InvoiceAdvance	"Wingtip Toys (Cache, OK)"	IDFC	IDFC - CB6AC006-30A6-4733-BFA8-4A435BC57971 - 17326.37	System Generated	2023-04-27 17:06:30.4400000
340FA638-67D9-4E64-9134-F0DC35341E85	2023-04-27 17:06:30.4400000	-17326.37	Cr	CB6AC006-30A6-4733-BFA8-4A435BC57971	1BA80A63-D2CB-450A-8D99-32EDF3B2BD09	InvoiceAdvance	Learning Ltd.	IDFC	IDFC - CB6AC006-30A6-4733-BFA8-4A435BC57971 - -17326.37	System Generated	2023-04-27 17:06:30.4400000
